0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,new term,int_rates_add_2pct
899,112084719,,5400,5400,5400,36 months,10.42,175.31,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,468xx,IN,24.06,0,Sep-03,0,,23,15,1,9155,30.7,29,w,48 months,12.42
900,112133307,,30000,30000,30000,60 months,16.02,729.87,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,463xx,IN,28.31,0,Sep-08,0,33,23,13,1,15436,49.0,34,w,None,18.02
901,112279306,,7225,7225,7225,36 months,10.42,234.56,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,018xx,MA,3.4,1,Jun-08,0,22,,10,0,4040,49.9,22,w,48 months,12.42
902,112073813,,9000,9000,9000,36 months,9.44,288.05,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,941xx,CA,8.18,0,Nov-98,0,37,,6,0,32045,84.6,20,w,48 months,11.44
903,111629495,,26000,26000,26000,60 months,9.93,551.53,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,13.83,0,Apr-13,0,,,5,0,24325,89.0,8,w,None,11.93
904,111694589,,6000,6000,6000,36 months,11.99,199.26,B,B5,Jun-17,Current,n,,other,Other,773xx,TX,18.43,0,Apr-11,0,40,,6,0,7795,43.8,12,w,48 months,13.99
905,111816727,,6000,6000,6000,36 months,11.99,199.26,B,B5,Jun-17,Current,n,,other,Other,325xx,FL,20.14,0,Jul-06,0,68,,5,0,2634,58.5,10,w,48 months,13.99
906,112060568,,13300,13300,13300,36 months,10.91,434.86,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,222xx,VA,14.61,0,Apr-84,0,,,17,0,10412,41.2,20,w,48 months,12.91
907,111958596,,10000,10000,10000,36 months,16.02,351.67,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,531xx,WI,10.61,0,Apr-03,1,,,12,0,12504,56.8,26,w,48 months,18.02
908,111541759,,10400,10400,10400,36 months,10.91,340.04,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,6.64,1,Feb-89,2,13,,13,0,6528,29.4,22,w,48 months,12.91
909,110760091,,6400,6400,6400,36 months,19.03,234.7,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,371xx,TN,24.44,0,Jan-12,0,,,6,0,8053,91.5,6,w,48 months,21.03
910,111846322,,1000,1000,1000,36 months,7.07,30.91,A,A2,Jun-17,Current,n,,other,Other,924xx,CA,11.66,0,Apr-07,0,28,,17,0,1510,5.1,28,w,48 months,9.07
911,112032884,,25000,25000,25000,60 months,15.05,595.41,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,087xx,NJ,28.66,0,Aug-99,0,,,12,0,33502,69.5,54,w,None,17.05
912,111683885,,4650,4650,4650,36 months,30.65,199.06,F,F4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,075xx,NJ,31.84,0,Jun-06,0,75,,5,0,4735,49.8,11,f,48 months,32.65
913,112147530,,3000,3000,3000,36 months,11.99,99.63,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,140xx,NY,15.67,0,Oct-07,0,26,,6,0,2114,27.1,16,w,48 months,13.99
914,112015554,,3850,3850,3850,36 months,16.02,135.4,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,650xx,MO,8.98,0,Apr-03,0,,95,5,1,3590,71.8,10,w,48 months,18.02
915,111896215,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,4.82,1,May-14,0,14,,6,0,2564,38.8,12,w,48 months,15.59
916,112084059,,12000,12000,12000,60 months,14.08,279.72,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,559xx,MN,29.04,0,Apr-07,1,,66,9,1,6454,37.3,18,w,None,16.08
917,111430798,,13000,13000,13000,36 months,16.02,457.17,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,980xx,WA,30.81,0,Oct-11,1,,,13,0,26043,37.3,16,w,48 months,18.02
918,111758787,,1800,1800,1800,36 months,15.05,62.45,C,C4,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,900xx,CA,23.09,1,Nov-05,1,18,,16,0,30378,67.1,31,w,None,17.05
919,110649197,,20000,20000,20000,60 months,26.3,602.37,E,E5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,951xx,CA,17.36,0,Sep-98,1,,85,25,1,41123,74.1,44,w,None,28.3
920,112309206,,15400,15400,15400,60 months,9.93,326.68,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,330xx,FL,23.48,0,Jul-00,0,,,12,0,17566,66.0,26,w,None,11.93
921,112083485,,14000,14000,14000,60 months,25.82,417.68,E,E4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,919xx,CA,7.81,1,Feb-02,0,20,,19,0,21743,89.5,34,w,None,27.82
922,111985635,,20000,20000,20000,60 months,12.62,451.19,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,070xx,NJ,28.46,0,Dec-08,0,,,18,0,9117,46.0,21,w,None,14.62
923,112036329,,12000,12000,12000,60 months,14.08,279.72,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,168xx,PA,19.64,1,Mar-00,0,5,,11,0,14534,39.0,24,w,None,16.08
924,111683167,,10000,10000,10000,36 months,9.44,320.05,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,307xx,GA,32.74,0,Dec-84,0,50,83,18,1,11136,37.0,26,w,48 months,11.44
925,111451092,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,other,Other,210xx,MD,13.0,2,Aug-00,0,22,,4,0,6162,64.2,11,w,48 months,12.42
926,111115380,,1200,1200,1200,36 months,16.02,42.21,C,C5,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,630xx,MO,1.39,0,Apr-99,2,,,1,0,862,86.2,9,w,None,18.02
927,111704233,,7000,7000,7000,36 months,9.44,224.04,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,378xx,TN,33.59,0,Apr-02,0,,111,15,1,9072,23.7,34,w,48 months,11.44
928,111888376,,17500,17500,17500,60 months,14.08,407.93,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,913xx,CA,22.09,0,Jul-03,0,26,,17,0,11222,29.5,39,w,None,16.08
929,111776710,,12000,12000,12000,36 months,9.44,384.06,B,B1,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,322xx,FL,23.58,0,Oct-97,0,28,45,6,1,9668,92.0,9,w,None,11.44
930,111985957,,15000,15000,15000,60 months,11.99,333.6,B,B5,Jun-17,Current,n,,home_improvement,Home improvement,380xx,TN,12.0,0,Mar-99,2,35,31,17,1,2339,4.1,36,w,None,13.99
931,112409208,,21600,21600,21600,60 months,13.59,498.02,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,908xx,CA,20.82,0,Mar-04,2,37,113,17,1,17172,28.7,60,w,None,15.59
932,111998570,,18000,18000,18000,36 months,10.42,584.37,B,B3,Jun-17,Current,n,,renewable_energy,Green loan,373xx,TN,13.79,0,Aug-01,0,55,,13,0,9891,96.0,32,w,48 months,12.42
933,112117238,,10500,10500,10500,36 months,9.93,338.47,B,B2,Jun-17,Current,n,,car,Car financing,323xx,FL,13.45,0,Jun-04,0,44,,8,0,10256,49.3,27,w,48 months,11.93
934,111631282,,4000,4000,4000,36 months,12.62,134.05,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,060xx,CT,8.6,0,Jun-05,1,,,6,0,8767,54.5,12,w,48 months,14.62
935,112034323,,6000,6000,6000,36 months,13.59,203.88,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,210xx,MD,11.28,0,Dec-02,0,30,,13,0,5638,30.8,34,w,48 months,15.59
936,112048339,,8400,8400,8400,36 months,12.62,281.5,C,C1,Jun-17,Current,n,,other,Other,922xx,CA,10.51,0,Dec-05,1,30,,7,0,6145,76.8,19,w,48 months,14.62
937,112063079,,7000,7000,7000,36 months,7.97,219.26,A,A5,Jun-17,Current,n,,car,Car financing,301xx,GA,30.2,0,Aug-06,0,38,,21,0,7,0.1,38,w,48 months,9.969999999999999
938,112034536,,40000,40000,40000,36 months,10.42,1298.59,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,795xx,TX,28.28,0,Aug-98,0,,,8,0,19071,53.9,13,w,48 months,12.42
939,111826647,,4200,4200,4200,36 months,7.35,130.36,A,A4,Jun-17,Current,n,,other,Other,549xx,WI,25.05,0,Aug-09,1,,,9,0,1294,7.6,22,w,48 months,9.35
940,111461089,,16100,16100,16100,60 months,9.93,341.53,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,607xx,IL,20.27,0,Oct-97,2,,77,18,1,6650,13.0,41,w,None,11.93
941,112145460,,12000,12000,12000,60 months,18.06,305.12,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,112xx,NY,13.43,0,Nov-96,0,,,3,0,13217,70.3,5,w,None,20.06
942,111986884,,25175,25175,25175,36 months,11.99,836.06,B,B5,Jun-17,Current,n,,small_business,Business,945xx,CA,13.35,0,Mar-03,1,37,,9,0,1130,7.0,18,w,48 months,13.99
943,111418286,,7000,7000,7000,36 months,26.3,283.16,E,E5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,103xx,NY,31.51,0,Jul-84,1,,,18,0,96322,99.1,27,w,48 months,28.3
944,112052881,,12000,12000,12000,36 months,10.91,392.36,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,100xx,NY,12.21,0,Oct-94,0,,,11,0,22683,49.3,11,w,48 months,12.91
945,112147714,,6500,6500,6500,36 months,7.97,203.6,A,A5,Jun-17,Current,n,,car,Car financing,770xx,TX,9.3,1,Dec-96,0,0,,11,0,13125,11.2,25,w,48 months,9.969999999999999
946,112040634,,3500,3500,3500,36 months,7.97,109.63,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,731xx,OK,25.53,0,Aug-05,1,28,113,16,1,2955,18.4,39,w,48 months,9.969999999999999
947,111856741,,28000,28000,28000,36 months,11.99,929.87,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,926xx,CA,21.12,0,Jan-96,4,,,12,0,241027,86.0,35,w,48 months,13.99
948,111776703,,8000,8000,8000,36 months,9.44,256.04,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,605xx,IL,6.54,2,Jun-90,0,7,,12,0,18944,68.8,23,w,48 months,11.44
949,112369243,,10000,10000,10000,60 months,15.05,238.17,C,C4,Jun-17,Current,n,,home_improvement,Home improvement,775xx,TX,16.48,0,Sep-13,1,,,4,0,6760,56.8,6,w,None,17.05
950,111828470,,20000,20000,20000,36 months,12.62,670.23,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,021xx,MA,12.08,3,Jun-88,0,8,108,17,1,10023,37.4,22,w,48 months,14.62
951,112145766,,18000,18000,18000,60 months,9.44,377.51,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,451xx,OH,13.97,0,Aug-02,1,,104,14,1,19741,45.7,29,w,None,11.44
952,112016581,,12500,12500,12500,36 months,10.91,408.71,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,030xx,NH,27.85,0,Jun-99,0,,,15,0,16881,88.8,23,w,48 months,12.91
953,112145630,,7800,7800,7800,36 months,11.99,259.04,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,201xx,VA,20.61,0,Jan-01,0,31,,9,0,13754,73.2,29,w,48 months,13.99
954,111672337,,12600,12600,12600,36 months,18.06,455.9,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,907xx,CA,30.56,0,Sep-03,0,76,,12,0,13341,40.9,29,f,48 months,20.06
955,110579393,,15000,15000,15000,60 months,9.44,314.59,B,B1,Jun-17,Current,n,,major_purchase,Major purchase,751xx,TX,20.42,0,Aug-99,0,59,,16,0,6472,12.6,35,w,None,11.44
956,110365317,,40000,40000,40000,36 months,9.44,1280.2,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,7.09,0,Oct-92,1,,,7,0,40667,38.9,17,w,48 months,11.44
957,111489518,,1600,1600,1600,36 months,11.99,53.14,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,176xx,PA,23.24,0,Apr-98,0,,93,8,1,15117,86.4,11,w,48 months,13.99
958,112179269,,5000,5000,5000,36 months,7.97,156.62,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,12.89,6,Jul-05,0,18,63,14,1,3106,20.0,54,w,48 months,9.969999999999999
959,111946762,,18000,18000,18000,36 months,9.93,580.22,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,940xx,CA,19.53,0,Jan-02,0,34,,19,0,29191,30.2,28,w,48 months,11.93
960,109326046,,4000,4000,4000,36 months,15.05,138.76,C,C4,Jun-17,Fully Paid,n,,other,Other,704xx,LA,8.61,1,Oct-07,1,12,,5,0,496,16.0,19,w,None,17.05
961,111157022,,20000,20000,20000,36 months,11.99,664.2,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,349xx,FL,9.77,0,Dec-03,1,41,,15,0,25479,49.4,23,w,48 months,13.99
962,112081736,,5000,5000,5000,36 months,11.99,166.05,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,392xx,MS,19.73,1,Jun-04,3,16,76,7,1,3419,72.7,47,w,48 months,13.99
963,111785929,,9000,9000,9000,36 months,11.99,298.89,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,346xx,FL,16.84,2,Jun-91,1,19,,10,0,4769,55.5,27,w,48 months,13.99
964,111912117,,6400,6400,6400,36 months,19.03,234.7,D,D3,Jun-17,Current,n,,other,Other,850xx,AZ,8.63,0,Oct-03,1,,,8,0,3695,54.3,15,w,48 months,21.03
965,112309384,,12000,12000,12000,60 months,14.08,279.72,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,11.06,0,Jul-90,1,,,7,0,6299,45.0,18,w,None,16.08
966,111733070,,15500,15500,15500,60 months,14.08,361.31,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,769xx,TX,42.31,0,May-05,0,,,8,0,4820,20.9,21,w,None,16.08
967,112389180,,4850,4850,4850,36 months,21.45,183.85,D,D5,Jun-17,Current,n,,home_improvement,Home improvement,785xx,TX,11.78,0,Jun-87,0,,,5,0,4484,62.3,9,w,48 months,23.45
968,110121737,,25025,25025,25025,60 months,13.59,576.99,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,30.68,0,Nov-95,1,50,66,20,1,20974,49.0,36,w,None,15.59
969,112026955,,5050,5050,5050,36 months,9.44,161.63,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,300xx,GA,18.66,1,Sep-99,1,12,,29,0,9002,15.6,55,w,48 months,11.44
970,110344288,,12000,12000,12000,36 months,7.97,375.88,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,275xx,NC,12.23,0,Mar-11,0,,,4,0,4968,99.4,12,w,48 months,9.969999999999999
971,112029315,,8000,8000,8000,36 months,12.62,268.09,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,460xx,IN,39.14,0,Apr-06,0,,82,10,1,8029,35.1,17,w,48 months,14.62
972,110508534,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,881xx,NM,18.48,0,Apr-03,1,44,,18,0,8665,21.3,35,w,48 months,13.99
973,111751114,,20000,20000,20000,36 months,16.02,703.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,665xx,KS,41.66,0,Nov-06,2,,,7,0,3517,34.5,16,w,48 months,18.02
974,112036429,,4600,4600,4600,36 months,7.35,142.78,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,210xx,MD,24.55,0,Feb-89,0,45,,8,0,5803,29.2,25,w,48 months,9.35
975,112339256,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,441xx,OH,23.83,0,Apr-06,2,64,,9,0,4882,57.4,15,w,48 months,15.59
976,110610283,,11450,11450,11450,36 months,25.82,460.24,E,E4,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,968xx,HI,33.64,0,Aug-02,0,,,12,0,28128,84.7,18,w,48 months,27.82
977,112035533,,28000,28000,28000,60 months,9.93,593.96,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,794xx,TX,13.68,0,Dec-05,1,,,18,0,7659,16.5,43,w,None,11.93
978,112036303,,1800,1800,1800,36 months,10.91,58.86,B,B4,Jun-17,Current,n,,other,Other,070xx,NJ,9.8,0,Jan-07,0,,,8,0,2991,90.6,12,w,48 months,12.91
979,111450023,,1000,1000,1000,36 months,15.05,34.69,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,820xx,WY,29.4,0,Jun-98,0,,,7,0,40741,73.5,7,w,48 months,17.05
980,111946683,,16000,16000,16000,36 months,7.35,496.6,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,142xx,NY,29.81,0,Jul-85,0,,,22,0,50658,57.1,38,w,48 months,9.35
981,111078563,,6400,6400,6400,36 months,16.02,225.07,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,936xx,CA,29.48,0,Dec-12,0,,,5,0,6538,79.7,8,w,48 months,18.02
982,112052595,,12600,12600,12600,36 months,10.91,411.98,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,12.02,0,May-88,0,37,,8,0,18196,91.0,17,w,48 months,12.91
983,111837085,,6600,6600,6600,36 months,13.59,224.27,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,441xx,OH,6.98,0,Nov-05,0,,,4,0,2565,59.7,5,w,48 months,15.59
984,112016115,,8500,8500,8500,36 months,10.42,275.96,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,12.29,0,Mar-02,0,38,,4,0,6000,80.0,25,w,48 months,12.42
985,111696605,,9000,9000,9000,36 months,5.32,271.04,A,A1,Jun-17,Current,n,,car,Car financing,394xx,MS,13.86,0,Feb-04,0,,,3,0,5564,39.7,12,w,48 months,7.32
986,111895874,,11000,11000,11000,36 months,11.99,365.31,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,11.14,0,Sep-92,0,,64,10,1,8197,78.1,23,w,48 months,13.99
987,112051724,,2000,2000,2000,36 months,9.44,64.01,B,B1,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,880xx,NM,32.43,0,Jun-03,0,,,10,0,1245,8.4,22,w,None,11.44
988,109940486,,8000,8000,8000,36 months,7.21,247.79,A,A3,Jun-17,Current,n,,home_improvement,Home improvement,184xx,PA,11.0,0,Oct-02,3,,,25,0,11354,10.8,44,w,48 months,9.21
989,111877126,,16000,16000,16000,60 months,9.44,335.57,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,752xx,TX,15.16,0,Jul-05,0,79,,12,0,11774,15.7,20,w,None,11.44
990,111787755,,10000,10000,10000,60 months,15.05,238.17,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,601xx,IL,21.56,0,Oct-06,5,,,19,0,27534,16.0,29,w,None,17.05
991,111409082,,25200,25200,25200,60 months,14.08,587.41,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,957xx,CA,10.75,2,Sep-03,1,10,,21,0,14622,43.1,29,w,None,16.08
992,112146696,,6000,6000,6000,36 months,5.32,180.69,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,956xx,CA,7.49,0,Jan-07,0,,,12,0,8004,17.4,29,w,48 months,7.32
993,111646411,,10000,10000,10000,60 months,14.08,233.1,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,329xx,FL,13.16,3,Nov-00,0,1,,17,0,1186,1.7,39,w,None,16.08
994,110987948,,3600,3600,3600,36 months,23.88,141.02,E,E2,Jun-17,Current,n,,home_improvement,Home improvement,601xx,IL,23.15,2,May-96,1,1,,7,0,2760,67.3,14,w,48 months,25.88
995,112145724,,21600,21600,21600,60 months,14.08,503.5,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,334xx,FL,24.21,0,Sep-99,0,,,14,0,19115,27.0,25,w,None,16.08
996,111786657,,6400,6400,6400,36 months,13.59,217.47,C,C2,Jun-17,Current,n,,vacation,Vacation,752xx,TX,21.2,6,Oct-00,0,15,,11,0,4924,33.7,18,w,48 months,15.59
997,111948058,,3000,3000,3000,36 months,14.08,102.65,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,14.99,0,Nov-04,0,,,8,0,15938,99.6,18,w,48 months,16.08
998,112053543,,8500,8500,8500,36 months,9.93,274.0,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,14.72,0,Sep-08,0,,,10,0,8286,79.7,12,w,48 months,11.93
999,112087363,,24000,24000,24000,60 months,14.08,559.44,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,913xx,CA,15.26,0,Nov-01,0,,76,12,1,3518,16.5,28,w,None,16.08
1000,110362451,,5000,5000,5000,36 months,15.05,173.45,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,080xx,NJ,34.18,0,Feb-06,0,81,69,7,1,5966,78.5,13,w,48 months,17.05
1001,111704591,,22950,22950,22950,36 months,16.02,807.09,C,C5,Jun-17,Current,n,,car,Car financing,063xx,CT,13.29,0,Feb-03,0,26,,7,0,3797,57.5,22,w,48 months,18.02
1002,107634634,,4200,4200,4200,36 months,13.59,142.72,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,920xx,CA,9.39,1,Jul-07,0,21,,4,0,4039,62.1,17,w,48 months,15.59
1003,111866947,,7000,7000,7000,36 months,21.45,265.35,D,D5,Jun-17,Current,n,,other,Other,662xx,KS,24.99,0,Mar-04,0,,,6,0,9073,78.9,24,w,48 months,23.45
1004,111874604,,1000,1000,1000,36 months,14.08,34.22,C,C3,Jun-17,Current,n,,other,Other,142xx,NY,26.13,0,May-93,0,78,,15,0,9768,92.2,33,w,48 months,16.08
1005,112148238,,28375,28375,28375,60 months,18.06,721.47,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,208xx,MD,24.88,0,Apr-95,0,,,13,0,119172,69.7,26,w,None,20.06
1006,111967516,,30000,30000,30000,60 months,14.08,699.3,C,C3,Jun-17,Current,n,,other,Other,206xx,MD,9.2,0,Jan-01,2,,,7,0,7704,24.9,29,w,None,16.08
1007,111935634,,25000,25000,25000,36 months,16.02,879.18,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,31.41,0,Sep-80,0,46,,13,0,17981,46.1,21,w,48 months,18.02
1008,111775718,,16000,16000,16000,60 months,13.59,368.9,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,787xx,TX,22.28,5,Mar-99,0,5,,15,0,7928,81.7,25,w,None,15.59
1009,112145236,,3000,3000,3000,36 months,7.07,92.73,A,A2,Jun-17,Current,n,,small_business,Business,113xx,NY,11.93,0,Aug-07,0,36,,12,0,3837,13.4,19,w,48 months,9.07
1010,112179318,,10000,10000,10000,60 months,21.45,273.08,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,784xx,TX,5.35,0,Aug-05,0,60,,8,0,4071,92.5,14,w,None,23.45
1011,112036823,,15000,15000,15000,60 months,30.75,492.24,F,F5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,15.5,0,May-08,1,,112,15,1,11807,66.3,17,w,None,32.75
1012,111786396,,10000,10000,10000,60 months,12.62,225.6,C,C1,Jun-17,Fully Paid,n,,major_purchase,Major purchase,455xx,OH,8.18,0,Aug-06,0,64,,6,0,3226,6.6,11,w,None,14.62
1013,112036357,,7000,7000,7000,36 months,10.91,228.88,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,150xx,PA,7.98,0,May-12,0,,,6,0,637,4.0,9,w,48 months,12.91
1014,110383503,,6000,6000,6000,36 months,19.03,220.03,D,D3,Jun-17,Current,n,,home_improvement,Home improvement,981xx,WA,19.07,0,Oct-97,0,,97,8,1,3460,39.3,11,w,48 months,21.03
1015,111739333,,30000,30000,30000,36 months,7.07,927.28,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,140xx,NY,19.29,0,Sep-06,0,46,,21,0,10675,19.6,33,w,48 months,9.07
1016,111928263,,17000,17000,17000,36 months,7.07,525.46,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,15.9,0,Jun-99,0,,,16,0,6403,8.3,23,w,48 months,9.07
1017,110779586,,3050,3050,3050,36 months,20.0,113.35,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,335xx,FL,2.5,0,Jul-94,0,,,2,0,1276,51.0,8,f,48 months,22.0
1018,111895632,,8000,8000,8000,36 months,16.02,281.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,22.4,0,May-11,0,,,10,0,9873,70.5,11,w,48 months,18.02
1019,112310578,,20000,20000,20000,36 months,7.21,619.47,A,A3,Jun-17,Current,n,,credit_card,Credit card refinancing,318xx,GA,11.03,0,Mar-91,0,,,8,0,23808,68.0,23,w,48 months,9.21
1020,111672558,,8350,8350,8350,36 months,19.03,306.21,D,D3,Jun-17,Charged Off,n,,debt_consolidation,Debt consolidation,761xx,TX,33.99,0,Nov-99,1,,,7,0,6925,41.2,10,f,48 months,21.03
1021,111875140,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,300xx,GA,8.88,0,Aug-02,0,37,,7,0,8219,54.4,12,w,48 months,14.62
1022,112050427,,5000,5000,5000,36 months,10.91,163.49,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,239xx,VA,20.29,0,Jan-98,1,58,,7,0,8674,56.0,16,w,48 months,12.91
1023,112054757,,11200,11200,11200,36 months,7.97,350.82,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,804xx,CO,22.76,0,Apr-05,0,,53,11,1,7832,20.2,25,w,48 months,9.969999999999999
1024,112051745,,8400,8400,8400,36 months,9.93,270.77,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,539xx,WI,25.31,0,Sep-09,0,25,,9,0,6540,49.5,40,w,48 months,11.93
1025,111099403,,35000,35000,35000,36 months,10.42,1136.27,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,190xx,PA,23.58,0,Jan-01,0,28,,18,0,43889,74.4,31,w,48 months,12.42
1026,112199274,,22225,22225,22225,60 months,12.62,501.38,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,26.5,0,Feb-06,0,,,16,0,38229,41.0,29,w,None,14.62
1027,111166515,,2400,2400,2400,36 months,18.06,86.84,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,30.22,1,Sep-06,0,3,,26,0,7093,60.6,61,w,48 months,20.06
1028,111620352,,30075,30075,30075,36 months,7.07,929.6,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,949xx,CA,18.84,0,Jul-94,0,,,9,0,10901,36.6,13,w,48 months,9.07
1029,111848568,,28000,28000,28000,36 months,11.99,929.87,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,551xx,MN,22.91,0,Sep-92,0,,69,14,1,21456,71.5,18,w,48 months,13.99
